Happiness Score,Economy (GDP per Capita),Family,Freedom,Trust (Government Corruption),Health (Life Expectancy),Region_Australia and New Zealand,Region_Central and Eastern Europe,Region_Eastern Asia,Region_Latin America and Caribbean,Region_Middle East and Northern Africa,Region_North America,Region_Southeastern Asia,Region_Southern Asia,Region_Sub-Saharan Africa,Region_Western Europe
4.88,0.425,1.228,0.526,0.078,0.539,0,0,0,0,0,0,0,1,0,0
4.806,0.996,1.469,0.133,0.052,0.657,0,0,0,1,0,0,0,0,0,0
4.758,1.036,1.164,0.356,0.052,0.404,0,0,0,0,0,0,0,0,1,0
4.743,0.642,1.217,0.266,0.076,0.602,0,0,0,0,1,0,0,0,0,0
4.724,0.94,1.41,0.516,0.056,0.33,0,0,0,0,0,0,0,0,1,0
4.707,1.059,0.771,0.459,0.129,0.691,0,0,0,0,1,0,0,0,0,0
4.671,0.541,0.872,0.467,0.103,0.08,0,0,0,0,0,0,0,0,1,0
4.657,0.592,0.896,0.499,0.029,0.337,0,0,0,0,0,0,0,0,1,0
4.631,0.429,1.117,0.406,0.082,0.433,0,0,0,0,0,0,0,0,1,0
4.623,0.72,1.034,0.626,0.174,0.441,0,0,0,0,0,0,1,0,0,0
4.592,0.9,0.906,0.271,0.063,0.69,0,0,0,0,1,0,0,0,0,0
4.586,0.916,0.817,0.419,0.032,0.79,0,1,0,0,0,0,0,0,0,0
4.571,0.256,0.813,0.355,0.053,0.0,0,0,0,0,0,0,0,0,1,0
4.559,0.682,0.811,0.514,0.077,0.343,0,0,0,0,0,0,0,0,1,0
4.5,0.532,0.85,0.58,0.144,0.579,0,0,0,0,0,0,0,1,0,0
4.471,0.918,1.314,0.585,0.05,0.672,0,0,0,0,0,0,0,1,0,0
4.456,1.01,0.971,0.304,0.095,0.536,0,0,0,0,1,0,0,0,0,0
4.447,0.37,1.233,0.367,0.056,0.152,0,0,0,0,0,0,0,0,1,0
4.441,0.874,1.281,0.519,0.064,0.365,0,0,0,0,0,0,0,0,1,0
4.433,0.549,1.088,0.696,0.065,0.457,0,0,0,0,0,0,1,0,0,0
4.424,0.314,1.097,0.312,0.128,0.254,0,0,0,0,0,0,0,0,1,0
4.419,0.885,1.025,0.312,0.107,0.553,0,0,0,0,1,0,0,0,0,0
4.417,0.198,0.902,0.531,0.158,0.173,0,0,0,0,0,0,0,0,1,0
4.41,0.493,1.048,0.504,0.055,0.454,0,0,0,0,0,0,0,0,1,0
4.377,0.562,1.047,0.503,0.082,0.295,0,0,0,0,0,0,0,0,1,0
4.356,0.557,1.245,0.129,0.093,0.292,0,0,0,0,0,0,0,0,1,0
4.35,0.308,0.95,0.452,0.146,0.391,0,0,0,0,0,0,0,0,1,0
4.34,0.853,0.592,0.375,0.215,0.643,0,1,0,0,0,0,0,0,0,0
4.321,0.816,0.99,0.26,0.028,0.666,0,1,0,0,0,0,0,0,0,0
4.308,0.682,1.174,0.58,0.178,0.429,0,0,0,0,0,0,1,0,0,0
4.301,0.358,0.907,0.189,0.06,0.053,0,0,0,0,0,0,0,0,1,0
4.245,0.069,1.136,0.312,0.052,0.204,0,0,0,0,0,0,0,0,1,0
4.19,0.721,0.747,0.539,0.093,0.485,0,0,0,0,0,0,0,1,0,0
4.166,0.131,0.867,0.39,0.099,0.221,0,0,0,0,0,0,0,0,1,0
4.161,0.322,1.09,0.45,0.061,0.237,0,0,0,0,0,0,0,0,1,0
4.141,0.378,0.372,0.44,0.067,0.24,0,0,0,0,0,0,0,0,1,0
4.139,0.605,1.24,0.016,0.082,0.312,0,0,0,0,0,0,0,0,1,0
4.103,0.793,1.413,0.163,0.011,0.609,0,1,0,0,0,0,0,0,0,0
3.999,0.259,0.474,0.434,0.101,0.253,0,0,0,0,0,0,0,0,1,0
3.964,0.344,0.792,0.394,0.094,0.211,0,0,0,0,0,0,0,0,1,0
3.808,0.472,1.215,0.423,0.112,0.079,0,0,0,0,0,0,0,0,1,0
3.795,0.73,1.125,0.0,0.061,0.269,0,0,0,0,0,0,0,0,1,0
3.774,0.262,0.908,0.221,0.049,0.402,0,0,0,0,0,0,0,0,1,0
3.692,0.357,1.094,0.406,0.099,0.248,0,0,0,0,0,0,0,0,1,0
3.632,0.332,0.537,0.085,0.036,0.255,0,0,0,0,0,0,0,1,0,0
3.59,1.017,1.174,0.557,0.092,0.417,0,0,0,0,0,0,0,0,1,0
3.587,0.186,0.541,0.531,0.08,0.306,0,0,0,0,0,0,0,0,1,0
3.582,0.315,0.714,0.025,0.104,0.289,0,0,0,1,0,0,0,0,0,0
3.495,0.076,0.858,0.419,0.03,0.267,0,0,0,0,0,0,0,0,1,0
3.462,0.689,0.382,0.088,0.144,0.539,0,0,0,0,1,0,0,0,0,0
3.408,0.332,0.896,0.636,0.444,0.4,0,0,0,0,0,0,0,0,1,0
3.355,0.442,1.073,0.244,0.064,0.343,0,0,0,0,1,0,0,0,0,0
3.303,0.455,0.991,0.481,0.097,0.381,0,0,0,0,0,0,0,0,1,0
3.254,0.337,0.608,0.112,0.106,0.177,0,0,0,0,0,0,0,0,1,0
3.083,0.024,0.0,0.305,0.038,0.01,0,0,0,0,0,0,0,0,1,0
2.905,0.091,0.627,0.065,0.076,0.145,0,0,0,0,0,0,0,0,1,0
7.769,1.34,1.587,0.596,0.393,0.986,0,0,0,0,0,0,0,0,0,1
7.6,1.383,1.573,0.592,0.41,0.996,0,0,0,0,0,0,0,0,0,1
7.554,1.488,1.582,0.603,0.341,1.028,0,0,0,0,0,0,0,0,0,1
7.494,1.38,1.624,0.591,0.118,1.026,0,0,0,0,0,0,0,0,0,1
7.488,1.396,1.522,0.557,0.298,0.999,0,0,0,0,0,0,0,0,0,1
7.48,1.452,1.526,0.572,0.343,1.052,0,0,0,0,0,0,0,0,0,1
7.343,1.387,1.487,0.574,0.373,1.009,0,0,0,0,0,0,0,0,0,1
7.307,1.303,1.557,0.585,0.38,1.026,1,0,0,0,0,0,0,0,0,0
7.278,1.365,1.505,0.584,0.308,1.039,0,0,0,0,0,1,0,0,0,0
7.246,1.376,1.475,0.532,0.226,1.016,0,0,0,0,0,0,0,0,0,1
7.228,1.372,1.548,0.557,0.29,1.036,1,0,0,0,0,0,0,0,0,0
7.167,1.034,1.441,0.558,0.093,0.963,0,0,0,1,0,0,0,0,0,0
7.139,1.276,1.455,0.371,0.082,1.029,0,0,0,0,1,0,0,0,0,0
7.09,1.609,1.479,0.526,0.316,1.012,0,0,0,0,0,0,0,0,0,1
7.054,1.333,1.538,0.45,0.278,0.996,0,0,0,0,0,0,0,0,0,1
7.021,1.499,1.553,0.516,0.31,0.999,0,0,0,0,0,0,0,0,0,1
6.985,1.373,1.454,0.495,0.265,0.987,0,0,0,0,0,0,0,0,0,1
6.923,1.356,1.504,0.473,0.21,0.986,0,0,0,0,0,0,0,0,0,1
6.892,1.433,1.457,0.454,0.128,0.874,0,0,0,0,0,1,0,0,0,0
6.852,1.269,1.487,0.457,0.036,0.92,0,1,0,0,0,0,0,0,0,0
6.825,1.503,1.31,0.598,0.182,0.825,0,0,0,0,1,0,0,0,0,0
6.726,1.3,1.52,0.564,0.151,0.999,0,0,0,0,0,0,0,0,0,1
6.595,1.07,1.323,0.433,0.073,0.861,0,0,0,1,0,0,0,0,0,0
6.592,1.324,1.472,0.436,0.183,1.045,0,0,0,0,0,0,0,0,0,1
6.446,1.368,1.43,0.351,0.097,0.914,0,0,1,0,0,0,0,0,0,0
6.444,1.159,1.369,0.357,0.056,0.92,0,0,0,1,0,0,0,0,0,0
6.436,0.8,1.269,0.535,0.078,0.746,0,0,0,1,0,0,0,0,0,0
6.375,1.403,1.357,0.439,0.132,0.795,0,0,0,0,1,0,0,0,0,0
6.374,1.684,1.313,0.555,0.167,0.871,0,0,0,0,1,0,0,0,0,0
6.354,1.286,1.484,0.362,0.079,1.062,0,0,0,0,0,0,0,0,0,1
6.321,1.149,1.442,0.516,0.054,0.91,0,0,0,1,0,0,0,0,0,0
6.3,1.004,1.439,0.39,0.086,0.802,0,0,0,1,0,0,0,0,0,0
6.293,1.124,1.465,0.523,0.15,0.891,0,0,0,1,0,0,0,0,0,0
6.262,1.572,1.463,0.556,0.453,1.141,0,0,0,0,0,0,1,0,0,0
6.253,0.794,1.242,0.43,0.074,0.789,0,0,0,1,0,0,0,0,0,0
6.223,1.294,1.488,0.231,0.03,1.039,0,0,0,0,0,0,0,0,0,1
6.199,1.362,1.368,0.536,0.11,0.871,0,0,0,0,1,0,0,0,0,0
6.198,1.246,1.504,0.334,0.014,0.881,0,1,0,0,0,0,0,0,0,0
6.192,1.231,1.477,0.489,0.016,0.713,0,0,0,1,0,0,0,0,0,0
6.182,1.206,1.438,0.483,0.05,0.884,0,1,0,0,0,0,0,0,0,0
6.174,0.745,1.529,0.631,0.24,0.756,0,1,0,0,0,0,0,0,0,0
6.149,1.238,1.515,0.291,0.042,0.818,0,1,0,0,0,0,0,0,0,0
6.125,0.985,1.41,0.47,0.034,0.841,0,0,0,1,0,0,0,0,0,0
6.118,1.258,1.523,0.564,0.057,0.953,0,1,0,0,0,0,0,0,0,0
6.105,0.694,1.325,0.435,0.127,0.835,0,0,0,1,0,0,0,0,0,0
6.1,0.882,1.232,0.489,0.006,0.758,0,1,0,0,0,0,0,0,0,0
6.086,1.092,1.432,0.471,0.05,0.881,0,0,0,1,0,0,0,0,0,0
6.07,1.162,1.232,0.462,0.005,0.825,0,1,0,0,0,0,0,0,0,0
6.046,1.263,1.223,0.406,0.041,1.042,0,0,0,0,0,0,0,0,0,1
6.028,0.912,1.312,0.498,0.087,0.868,0,0,0,1,0,0,0,0,0,0
6.021,1.5,1.319,0.493,0.097,0.808,0,0,0,0,1,0,0,0,0,0
6.008,1.05,1.409,0.557,0.028,0.828,0,0,0,0,0,0,1,0,0,0
5.94,1.187,1.465,0.264,0.064,0.812,0,1,0,0,0,0,0,0,0,0
5.895,1.301,1.219,0.159,0.056,1.036,0,0,1,0,0,0,0,0,0,0
5.893,1.237,1.528,0.495,0.161,0.874,0,1,0,0,0,0,0,0,0,0
5.89,0.831,1.478,0.49,0.028,0.831,0,0,0,1,0,0,0,0,0,0
5.888,1.12,1.402,0.498,0.06,0.798,0,0,0,0,0,0,0,0,1,0
5.886,1.327,1.419,0.445,0.14,1.088,0,0,1,0,0,0,0,0,0,0
5.86,0.642,1.236,0.507,0.078,0.828,0,0,0,1,0,0,0,0,0,0
5.809,1.173,1.508,0.41,0.096,0.729,0,1,0,0,0,0,0,0,0,0
5.779,0.776,1.209,0.511,0.064,0.706,0,0,0,1,0,0,0,0,0,0
5.758,1.201,1.41,0.199,0.02,0.828,0,1,0,0,0,0,0,0,0,0
5.743,0.855,1.475,0.514,0.08,0.777,0,0,0,1,0,0,0,0,0,0
5.718,1.263,1.252,0.417,0.162,1.042,0,0,0,0,1,0,0,0,0,0
5.697,0.96,1.274,0.455,0.027,0.854,0,0,0,1,0,0,0,0,0,0
5.693,1.221,1.431,0.508,0.025,0.999,0,0,0,0,0,0,0,0,0,1
5.653,0.677,0.886,0.313,0.098,0.535,0,0,0,0,0,0,0,1,0,0
5.648,1.183,1.452,0.334,0.031,0.726,0,1,0,0,0,0,0,0,0,0
5.631,0.807,1.293,0.558,0.107,0.657,0,0,0,0,0,0,1,0,0,0
5.603,1.004,1.383,0.282,0.039,0.854,0,1,0,0,0,0,0,0,0,0
5.529,0.685,1.328,0.245,0.0,0.739,0,1,0,0,0,0,0,0,0,0
5.525,1.044,1.303,0.416,0.152,0.673,0,0,0,0,1,0,0,0,0,0
5.523,1.051,1.361,0.197,0.08,0.871,0,1,0,0,0,0,0,0,0,0
5.467,0.493,1.098,0.389,0.144,0.718,0,1,0,0,0,0,0,0,0,0
5.432,1.155,1.266,0.296,0.022,0.914,0,1,0,0,0,0,0,0,0,0
5.43,1.438,1.277,0.44,0.287,1.122,0,0,1,0,0,0,0,0,0,0
5.425,1.015,1.401,0.497,0.101,0.779,0,0,0,1,0,0,0,0,0,0
5.386,0.945,1.212,0.212,0.006,0.845,0,1,0,0,0,0,0,0,0,0
5.373,1.183,1.36,0.195,0.106,0.808,0,0,0,0,1,0,0,0,0,0
5.339,1.221,1.171,0.508,0.024,0.828,0,0,0,0,0,0,1,0,0,0
5.323,1.067,1.465,0.235,0.142,0.789,0,1,0,0,0,0,0,0,0,0
5.287,1.181,1.156,0.067,0.034,0.999,0,0,0,0,0,0,0,0,0,1
5.285,0.948,1.531,0.317,0.038,0.667,0,0,1,0,0,0,0,0,0,0
5.274,0.983,1.294,0.345,0.034,0.838,0,1,0,0,0,0,0,0,0,0
5.265,0.696,1.111,0.426,0.041,0.245,0,0,0,0,0,0,0,0,1,0
5.261,0.551,1.438,0.508,0.023,0.723,0,1,0,0,0,0,0,0,0,0
5.247,1.052,1.538,0.394,0.028,0.657,0,1,0,0,0,0,0,0,0,0
5.211,1.002,1.16,0.086,0.114,0.785,0,0,0,0,1,0,0,0,0,0
5.208,0.801,0.782,0.418,0.076,0.782,0,0,0,0,1,0,0,0,0,0
5.208,1.043,1.147,0.351,0.182,0.769,0,1,0,0,0,0,0,0,0,0
5.197,0.987,1.224,0.216,0.027,0.815,0,0,0,0,1,0,0,0,0,0
5.192,0.931,1.203,0.491,0.028,0.66,0,0,0,0,0,0,1,0,0,0
5.191,1.029,1.125,0.521,0.1,0.893,0,0,1,0,0,0,0,0,0,0
5.175,0.741,1.346,0.543,0.073,0.851,0,0,0,0,0,0,1,0,0,0
5.082,0.813,1.321,0.457,0.167,0.604,0,0,0,0,0,0,0,1,0,0
5.044,0.549,0.91,0.381,0.037,0.331,0,0,0,0,0,0,0,0,1,0
5.011,1.092,1.513,0.311,0.004,0.815,0,1,0,0,0,0,0,0,0,0
4.996,0.611,0.868,0.381,0.04,0.486,0,0,0,0,0,0,0,0,1,0
4.944,0.569,0.808,0.352,0.09,0.232,0,0,0,0,0,0,0,0,1,0
4.913,0.446,1.226,0.439,0.089,0.677,0,0,0,0,0,0,0,1,0,0
4.906,0.837,1.225,0.383,0.13,0.815,0,0,0,0,1,0,0,0,0,0
4.883,0.393,0.437,0.349,0.082,0.397,0,0,0,0,0,0,0,0,1,0
4.812,0.673,0.799,0.372,0.093,0.508,0,0,0,0,0,0,0,0,1,0
4.799,1.057,1.183,0.295,0.055,0.571,0,0,0,0,0,0,0,0,1,0
4.796,0.764,1.03,0.547,0.164,0.551,0,0,0,0,0,0,1,0,0,0
4.722,0.96,1.351,0.389,0.055,0.469,0,0,0,0,0,0,0,0,1,0
4.719,0.947,0.848,0.383,0.027,0.874,0,1,0,0,0,0,0,0,0,0
4.707,0.96,1.427,0.154,0.047,0.805,0,0,0,1,0,0,0,0,0,0
4.7,0.574,1.122,0.609,0.062,0.637,0,0,0,0,0,0,1,0,0,0
4.696,0.657,1.247,0.225,0.066,0.672,0,0,0,0,1,0,0,0,0,0
4.681,0.45,1.134,0.292,0.072,0.571,0,0,0,0,0,0,0,0,1,0
4.668,0.0,0.698,0.559,0.27,0.268,0,0,0,0,0,0,0,0,1,0
4.639,0.879,1.313,0.401,0.056,0.477,0,0,0,0,0,0,0,0,1,0
4.628,0.138,0.774,0.318,0.102,0.366,0,0,0,0,0,0,0,0,1,0
4.587,0.331,1.056,0.255,0.113,0.38,0,0,0,0,0,0,0,0,1,0
4.559,0.85,1.055,0.283,0.064,0.815,0,1,0,0,0,0,0,0,0,0
4.548,1.1,0.842,0.305,0.125,0.785,0,0,0,0,1,0,0,0,0,0
4.534,0.38,0.829,0.332,0.086,0.375,0,0,0,0,0,0,0,0,1,0
4.519,0.886,0.666,0.346,0.164,0.752,0,1,0,0,0,0,0,0,0,0
4.516,0.308,0.939,0.382,0.167,0.428,0,0,0,0,0,0,0,0,1,0
4.509,0.512,0.983,0.431,0.053,0.581,0,0,0,0,0,0,0,0,1,0
4.49,0.57,1.167,0.066,0.088,0.489,0,0,0,0,0,0,0,0,1,0
4.466,0.204,0.986,0.494,0.138,0.39,0,0,0,0,0,0,0,0,1,0
4.461,0.921,1.0,0.167,0.055,0.815,0,0,0,0,1,0,0,0,0,0
4.456,0.562,0.928,0.527,0.143,0.723,0,0,0,0,0,0,0,1,0,0
4.437,1.043,0.98,0.241,0.089,0.574,0,0,0,0,1,0,0,0,0,0
4.418,0.094,1.125,0.269,0.053,0.357,0,0,0,0,0,0,0,0,1,0
4.39,0.385,1.105,0.327,0.052,0.308,0,0,0,0,0,0,0,0,1,0
4.374,0.268,0.841,0.309,0.045,0.242,0,0,0,0,0,0,0,0,1,0
4.366,0.949,1.265,0.47,0.047,0.831,0,0,0,0,0,0,0,1,0,0
4.36,0.71,1.181,0.525,0.172,0.555,0,0,0,0,0,0,1,0,0,0
4.35,0.35,0.766,0.174,0.078,0.192,0,0,0,0,0,0,0,0,1,0
4.332,0.82,1.39,0.178,0.01,0.739,0,1,0,0,0,0,0,0,0,0
4.286,0.336,1.033,0.344,0.1,0.532,0,0,0,0,0,0,0,0,1,0
4.212,0.811,1.149,0.313,0.135,0.0,0,0,0,0,0,0,0,0,1,0
4.189,0.332,1.069,0.356,0.06,0.443,0,0,0,0,0,0,0,0,1,0
4.166,0.913,1.039,0.241,0.067,0.644,0,0,0,0,1,0,0,0,0,0
4.107,0.578,1.058,0.431,0.087,0.426,0,0,0,0,0,0,0,0,1,0
4.085,0.275,0.572,0.293,0.085,0.41,0,0,0,0,0,0,0,0,1,0
4.015,0.755,0.765,0.498,0.085,0.588,0,0,0,0,0,0,0,1,0,0
3.975,0.073,0.922,0.37,0.033,0.443,0,0,0,0,0,0,0,0,1,0
3.973,0.274,0.757,0.142,0.078,0.505,0,0,0,0,0,0,0,0,1,0
3.933,0.274,0.916,0.148,0.041,0.555,0,0,0,0,0,0,0,0,1,0
3.802,0.489,1.169,0.359,0.093,0.168,0,0,0,0,0,0,0,0,1,0
3.775,0.046,0.447,0.22,0.18,0.38,0,0,0,0,0,0,0,0,1,0
3.663,0.366,1.114,0.361,0.089,0.433,0,0,0,0,0,0,0,0,1,0
3.597,0.323,0.688,0.026,0.11,0.449,0,0,0,1,0,0,0,0,0,0
3.488,1.041,1.145,0.455,0.1,0.538,0,0,0,0,0,0,0,0,1,0
3.462,0.619,0.378,0.013,0.141,0.44,0,0,0,0,1,0,0,0,0,0
3.41,0.191,0.56,0.443,0.089,0.495,0,0,0,0,0,0,0,0,1,0
3.38,0.287,1.163,0.143,0.077,0.463,0,0,0,0,1,0,0,0,0,0
3.334,0.359,0.711,0.555,0.411,0.614,0,0,0,0,0,0,0,0,1,0
3.231,0.476,0.885,0.417,0.147,0.499,0,0,0,0,0,0,0,0,1,0
3.203,0.35,0.517,0.0,0.025,0.361,0,0,0,0,0,0,0,1,0,0
3.083,0.026,0.0,0.225,0.035,0.105,0,0,0,0,0,0,0,0,1,0
2.853,0.306,0.575,0.01,0.091,0.295,0,0,0,0,0,0,0,0,1,0
